,distance,plafond,duration,date
18,3,1142,0 days 00:22:46.000000000,2021-06-26
19,3,1190,0 days 00:49:53.000000000,2021-06-26
0,10,1553,0 days 00:47:38.000000000,2021-06-26
1,8,1522,0 days 01:19:51.000000000,2021-06-26
2,3,1190,0 days 00:25:37.000000000,2021-06-26
3,13,1481,0 days 01:29:27.000000000,2021-06-26
4,2,953,0 days 00:11:28.000000000,2021-06-26
5,2,957,0 days 00:10:20.000000000,2021-06-26
6,1,860,0 days 00:09:12.000000000,2021-06-26
7,2,952,0 days 00:06:23.000000000,2021-06-26
8,6,1486,0 days 00:31:54.000000000,2021-06-25
9,4,1247,0 days 00:15:59.000000000,2021-06-25
10,26,1865,0 days 01:46:58.000000000,2021-06-25
11,17,1833,0 days 01:16:27.000000000,2021-06-25
12,15,1753,0 days 01:36:14.000000000,2021-06-25
13,12,1730,0 days 01:07:25.000000000,2021-06-25
14,26,1718,0 days 01:43:35.000000000,2021-06-25
15,30,1851,0 days 01:47:20.000000000,2021-06-25
16,9,1797,0 days 00:48:46.000000000,2021-06-25
17,13,1315,0 days 00:33:32.000000000,2021-06-25
18,2,1188,0 days 00:21:04.000000000,2021-06-25
19,15,1814,0 days 00:51:00.000000000,2021-06-25
0,7,1668,0 days 00:28:25.000000000,2021-06-25
1,2,1040,0 days 00:13:40.000000000,2021-06-25
2,7,1773,0 days 01:09:17.000000000,2021-06-25
3,16,1780,0 days 02:10:08.000000000,2021-06-25
4,11,2204,0 days 01:11:44.000000000,2021-06-25
5,4,1056,0 days 00:20:16.000000000,2021-06-25
6,3,1170,0 days 00:24:28.000000000,2021-06-25
7,6,1343,0 days 00:38:37.000000000,2021-06-25
8,29,1802,0 days 01:54:19.000000000,2021-06-25
9,9,1646,0 days 01:11:56.000000000,2021-06-25
10,7,1640,0 days 00:46:47.000000000,2021-06-25
11,3,1101,0 days 00:12:43.000000000,2021-06-25
12,7,1520,0 days 00:29:33.000000000,2021-06-25
13,5,1287,0 days 00:36:54.000000000,2021-06-25
14,53,1769,0 days 03:51:25.000000000,2021-06-25
15,4,1410,0 days 01:05:09.000000000,2021-06-25
16,9,1489,0 days 01:07:58.000000000,2021-06-25
17,8,1698,0 days 00:34:21.000000000,2021-06-25
18,6,1588,0 days 00:34:59.000000000,2021-06-25
19,4,1084,0 days 00:17:58.000000000,2021-06-25
0,6,1331,0 days 00:54:25.000000000,2021-06-25
1,2,1013,0 days 00:06:13.000000000,2021-06-25
2,2,959,0 days 00:05:49.000000000,2021-06-25
3,1,913,0 days 00:05:08.000000000,2021-06-25
4,2,811,0 days 00:06:23.000000000,2021-06-25
5,1,950,0 days 00:05:15.000000000,2021-06-24
6,1,948,0 days 00:05:49.000000000,2021-06-24
7,1,967,0 days 00:43:07.000000000,2021-06-24
8,2,1060,0 days 00:48:46.000000000,2021-06-24
9,1,951,0 days 00:03:33.000000000,2021-06-24
10,1,978,0 days 00:12:01.000000000,2021-06-24
11,2,1101,0 days 01:09:40.000000000,2021-06-24
12,2,1106,0 days 00:11:35.000000000,2021-06-23
13,6,1243,0 days 00:39:13.000000000,2021-06-23
14,3,1215,0 days 00:20:30.000000000,2021-06-23
15,2,990,0 days 00:08:38.000000000,2021-06-23
16,3,1152,0 days 00:37:28.000000000,2021-06-23
17,3,1063,0 days 00:14:51.000000000,2021-06-23
18,3,1176,0 days 00:32:56.000000000,2021-06-23
19,7,1357,0 days 00:37:28.000000000,2021-06-23
0,8,1384,0 days 00:39:09.000000000,2021-06-23
1,2,961,0 days 00:09:12.000000000,2021-06-23
2,4,1028,0 days 00:19:23.000000000,2021-06-23
3,2,964,0 days 00:06:56.000000000,2021-06-23
4,7,1524,0 days 00:35:30.000000000,2021-06-22
5,3,1088,0 days 00:10:22.000000000,2021-06-22
6,6,1344,0 days 00:30:07.000000000,2021-06-22
7,7,1090,0 days 00:34:38.000000000,2021-06-22
8,7,1146,0 days 00:39:43.000000000,2021-06-22
9,4,1140,0 days 00:31:15.000000000,2021-06-22
10,3,1195,0 days 00:38:02.000000000,2021-06-22
11,3,945,0 days 00:28:59.000000000,2021-06-22
12,3,959,0 days 00:31:30.000000000,2021-06-22
